c_iss_pf,c_oss_pf,channels,configuration,division,i_d_25c_a,i_d_pulse_a,ispn,last_update_sami_pss,parameter_group_name,product_category,product_line,product_name,q_g_10v_nc,q_g_4_5v_nc,qualification,r_ds_on_10v_mohm,r_ds_on_25c_mohm,r_ds_on_4_5v_mohm,sales_product_number,technology_sami,v_ds_v,v_gs_th_max_v,v_gs_th_min_v,v_gs_th_typ_v,voltage_class_v
,,,,PSS,80.0,,ISYV2680,2025-05-20 06:58:04.092,Category 38,Prod Category 27,18,,56.0,,Standard,9.0,,,SP887117036,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,,796.0,IWMC68R878B0,2025-05-20 06:58:04.092,Category 22,,52,IWMC68R878B0,,,Industrial,,,,SP881020936,Category 23,600.0,4.5,3.5,4.0,600.0
,,,,PSS,84.0,,ISY6077B,2025-05-20 06:58:04.092,Category 10,Prod Category 15,15,,,,Non-Automotive,3.8,,6.5,SP887159713,Category 55,25.0,,,,
,,,,PSS,,126.0,IWW68S861B0,2025-05-20 06:58:04.092,Category 49,Prod Category 18,52,IWW68S861B0,51.0,,Industrial,65.0,,,SP881119594,Category 21,600.0,4.5,3.5,4.0,600.0
,,,,PSS,105.0,420.0,IWV842P71P1TY,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,IWV842P71P1TY,45.0,,Industrial,8.3,,,SP887182465,Category 39,150.0,4.9,3.3,4.1,
,,,,PSS,143.0,,ILF61S828L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILF61S828L7J,,,Industrial,,30.0,,SP881352099,Category 25,650.0,,,,650.0
,,,,PSS,116.0,,IST5582P,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,,,40.0,Standard,7.0,,10.0,SP887102644,Category 30,30.0,,1.0,,
,,,,PSS,81.0,,OILVX01S858L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,OILVX01S858L7J,,,Automotive,,20.0,,SP881145358,Category 25,750.0,,,,750.0
,,,,PSS,194.0,776.0,IWW876P86PY5B,2025-05-20 06:58:04.092,Category 38,,18,IWW876P86PY5B,155.0,,Standard,1.6,,,SP881035308,Category 54,60.0,3.3,2.1,2.8,60.0
5200.0,1200.0,,,PSS,234.0,936.0,VBQ876P86PBBQ,2025-05-20 06:58:04.092,Category 36,Prod Category 15,18,VBQ876P86PBBQ,71.0,,Industrial,1.6,,,SP881236698,Category 38,60.0,3.3,2.1,2.8,
,,,,PSS,-11.0,,ISYA9853P,2025-05-20 06:58:04.092,Category 15,Prod Category 15,18,,12.7,,Standard,175.0,,,SP887110016,Category 30,-55.0,-4.0,-2.0,-3.0,
,,,,PSS,156.0,624.0,IBQ833P71PL6,2025-05-20 06:58:04.092,Category 36,,51,IBQ833P71PL6,55.0,,Industrial,4.4,,,SP881974206,Category 42,150.0,4.0,3.0,3.5,150.0
,,,,PSS,4.0,12.0,SPM83P48Q2,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,SPM83P48Q2,20.0,,Industrial,1300.0,,,SP887770064,Category 2,800.0,3.9,2.1,3.0,
,,,,PSS,59.0,,ISYS0036,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,59.0,,Standard,11.2,,,SP887118843,Category 53,75.0,3.7,2.1,2.9,
,,,,PSS,197.0,,ISYB0023-0W,2025-05-20 06:58:04.092,Category 4,Prod Category 15,18,,180.0,,Standard,3.05,,,SP887160008,Category 53,75.0,3.7,2.1,2.9,
,,,,PSS,,,ISY4272,2025-05-20 06:58:04.092,Category 29,,15,,,,Standard,15.5,,21.6,SP887100638,Category 55,30.0,,,,
,,,,PSS,3.0,4.5,IWM68S5N8WYM0B,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM68S5N8WYM0B,,,Standard,2000.0,,,SP883700923,Category 19,600.0,4.5,3.5,4.0,600.0
,,,,PSS,51.0,,ISYK33K,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,,29.0,,Standard,13.9,,,SP887104686,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,185.0,740.0,IWW879P86PY5B,2025-05-20 06:58:04.092,Category 38,,18,IWW879P86PY5B,108.0,,Standard,1.9,,,SP881035307,Category 54,60.0,3.3,2.1,2.8,60.0
,,,1 Independent,PSS,,,IMM86BX68Q,2025-05-20 06:58:04.092,Category 8,Prod Category 31,52,,,,Industrial,,,,SP887625985,Category 27,,,,,
7800.0,1800.0,,,PSS,,480.0,IWI858P86P,2025-05-20 06:58:04.092,Category 14,Prod Category 15,18,IWI858P86P,106.0,,Industrial,2.0,,,SP888965725,Category 38,60.0,,2.1,2.8,
15000.0,4000.0,,,PSS,120.0,400.0,IWV871P83P X,2025-05-20 06:58:04.092,Category 3,Prod Category 15,15,IWV871P83P X,188.0,,Industrial,1.5,,,SP888297155,Category 33,40.0,4.0,2.0,3.2,
,,,,PSS,29.0,,ISYK23PB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,22.7,,Standard,40.0,,,SP887164895,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,21.0,61.0,IWI68S761QW,2025-05-20 06:58:04.092,Category 14,Prod Category 15,52,IWI68S761QW,39.0,,Industrial,165.0,,,SP888648033,Category 12,600.0,3.5,2.5,3.0,
,,,,PSS,173.0,,ISYV0120,2025-05-20 06:58:04.092,Category 38,Prod Category 27,18,,142.0,,Standard,3.3,,,SP887108454,Category 53,60.0,3.7,2.1,2.9,
1100.0,390.0,,,PSS,44.0,176.0,VBQ8989PB,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ8989PB,15.0,7.2,Industrial,9.2,,11.8,SP888425106,Category 31,30.0,2.0,1.0,1.57,
5000.0,400.0,,,PSS,84.0,336.0,IWV770P58PYM,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,IWV770P58PYM,65.0,,Industrial,11.7,,,SP887780525,Category 34,200.0,4.0,2.0,3.0,
,,,,PSS,200.0,,IST7383K,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,,,75.0,Standard,3.1,,5.9,SP887106176,Category 30,40.0,2.7,1.4,2.05,
,,,,PSS,64.0,211.0,IWMC61S838QYM0O,2025-05-20 06:58:04.092,Category 22,,52,IWMC61S838QYM0O,97.0,,Automotive,40.0,,,SP881120160,Category 10,650.0,4.5,3.5,4.0,650.0
2700.0,670.0,,,PSS,80.0,320.0,IWW838P86P,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,IWW838P86P,38.0,,Industrial,4.0,,,SP888919458,Category 38,60.0,3.3,2.1,2.8,
11100.0,1940.0,,,PSS,100.0,400.0,IWI828P78P2 X,2025-05-20 06:58:04.092,Category 14,Prod Category 15,51,IWI828P78P2 X,155.0,,Industrial,3.0,,,SP888648634,Category 33,100.0,3.5,2.0,2.7,
,,,,PSS,99.0,,ISTS2626,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,,33.0,Standard,6.8,,8.3,SP887112798,Category 30,60.0,2.5,1.0,1.75,
,,,,PSS,,30.0,IWOF68S248QE,2025-05-20 06:58:04.092,Category 41,Prod Category 19,52,IWOF68S248QE,,,Non-Automotive,,,,SP887297676,Category 6,600.0,3.5,2.5,,
,,,,PSS,5.2,,ISTT5081,2025-05-20 06:58:04.092,Category 30,Prod Category 15,15,,32.0,,Standard,40.0,,65.0,SP887114566,Category 30,55.0,2.0,1.0,1.5,
,,,,PSS,120.0,480.0,IWV834P71P1TY,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,IWV834P71P1TY,84.0,,Industrial,4.8,,,SP887182468,Category 39,150.0,4.9,3.3,4.1,
2700.0,800.0,,,PSS,80.0,320.0,VBK818P82LB X,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK818P82LB X,34.0,17.0,Industrial,4.5,,5.7,SP888277174,Category 36,30.0,2.0,1.0,1.52,
1770.0,112.0,,,PSS,25.0,100.0,VBQ688P51PB2 X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,51,VBQ688P51PB2 X,22.0,,Industrial,60.0,,,SP888606385,Category 33,250.0,4.0,2.0,3.0,
,,,,PSS,7.3,,ISY0391,2025-05-20 06:58:04.092,Category 29,Prod Category 15,51,,34.0,,Standard,22.0,,,SP887161375,Category 30,100.0,4.0,2.0,3.0,
,,,,PSS,25.0,82.0,IWF68S751QW,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,IWF68S751QW,53.0,,Non-Automotive,125.0,,,SP888844349,Category 12,600.0,3.5,2.5,,
,,,,PSS,3.6,6.0,IWP68S7N1WYM0B,2025-05-20 06:58:04.092,Category 30,Prod Category 15,52,IWP68S7N1WYM0B,,,Standard,1500.0,,,SP883034406,Category 19,600.0,4.5,3.5,4.0,600.0
,,,,PSS,62.0,,ISYB3550,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,,70.0,,Standard,26.0,,,SP887164838,Category 30,200.0,5.0,3.0,4.0,
,,,,PSS,100.0,,ISTS6551,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,,48.0,Standard,,,4.0,SP887104473,Category 53,20.0,1.1,0.5,0.8,
1200.0,280.0,,,PSS,40.0,160.0,VBQ561P78TBY X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,51,VBQ561P78TBY X,16.0,,Industrial,26.5,,36.0,SP888209674,Category 31,100.0,2.4,1.2,1.85,
,,,,PSS,14.0,,ISY4073X,2025-05-20 06:58:04.092,Category 29,,15,,,8.1,Standard,8.7,,13.0,SP887108604,Category 53,30.0,2.35,1.35,1.8,
,,,,PSS,143.0,572.0,IWM852P83PY5B,2025-05-20 06:58:04.092,Category 8,,15,IWM852P83PY5B,68.0,,Standard,2.3,,,SP881625921,Category 54,40.0,3.4,2.2,2.8,40.0
,,,1 Independent,PSS,,,IMJ82BX68Q,2025-05-20 06:58:04.092,Category 42,,52,,,,Industrial,,,,SP887625906,Category 27,,,,,
,,,,PSS,101.0,,ICE818P84PL1,2025-05-20 06:58:04.092,Category 19,Prod Category 21,18,ICE818P84PL1,34.6,,Industrial,5.0,,,SP881142785,Category 38,80.0,3.8,2.2,3.0,80.0
,,,,PSS,4.5,11.0,IWA48S7N5W0,2025-05-20 06:58:04.092,Category 15,Prod Category 15,52,IWA48S7N5W0,11.0,,Non-Automotive,1200.0,,,SP887633673,Category 18,800.0,3.5,2.5,3.0,
,,,,PSS,175.0,,ISY5481,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,,150.0,,Standard,4.7,,,SP887119186,Category 30,55.0,4.0,2.0,3.0,
1700.0,650.0,,,PSS,110.0,440.0,VBQ853PE5TB,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ853PE5TB,23.0,11.0,Industrial,2.4,,3.4,SP888016235,Category 31,25.0,2.0,1.2,1.57,
,,,,PSS,57.0,,ISYW2078,2025-05-20 06:58:04.092,Category 44,Prod Category 15,18,,66.7,,Standard,25.0,,,SP887115856,Category 30,100.0,4.0,2.0,3.0,
,,,,PSS,160.0,,ISTS4032,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,,39.0,Standard,3.1,,3.9,SP887115983,Category 53,30.0,2.35,1.35,1.9,
,,,,PSS,173.0,,ISYBT0120,2025-05-20 06:58:04.092,Category 14,Prod Category 15,18,,142.0,,Standard,3.3,,,SP887104324,Category 53,60.0,3.7,2.1,2.6,
,,,,PSS,305.0,,IST68V576,2025-05-20 06:58:04.092,Category 38,,18,,,172.0,Standard,1.9,,2.2,SP887164376,Category 53,60.0,2.4,1.0,1.7,
,,,,PSS,-9.0,,ISY0253,2025-05-20 06:58:04.092,Category 29,Prod Category 9,15,,,42.0,Standard,,,18.0,SP887108796,Category 30,20.0,-1.0,-0.45,-0.73,
,,,,PSS,0.12,,VBB727I,2025-05-20 06:58:04.092,Category 31,,15,VBB727I,1.96,1.11,Industrial,14000.0,,20000.0,SP886872332,Category 52,240.0,1.8,0.8,1.4,240.0
,,,,PSS,379.0,,ICE883PE7TL0QX,2025-05-20 06:58:04.092,Category 19,,15,ICE883PE7TL0QX,,29.0,Industrial,,,0.57,SP881103289,Category 43,15.0,2.0,1.2,1.6,15.0
,,,,PSS,6.0,16.0,IWM68S688W0B,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM68S688W0B,9.0,,Standard,600.0,,,SP887614546,Category 18,600.0,4.0,3.0,3.5,
,,,,PSS,110.0,,ISY2581KB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,76.0,,Standard,6.5,,,SP887119136,Category 30,55.0,4.0,2.0,3.0,
360.0,103.0,,,PSS,-9.7,-38.8,SPM89W86PL X,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,SPM89W86PL X,14.0,,Automotive,250.0,,,SP888332954,Category 52,-60.0,,,-1.5,
7300.0,2000.0,,,PSS,90.0,400.0,IWW852P83P X,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,IWW852P83P X,90.0,,Industrial,2.3,,,SP888648065,Category 33,40.0,4.0,2.0,3.16,
,,,,PSS,31.0,60.0,IXR38S808M7 E4558,2025-05-20 06:58:04.092,Category 12,Prod Category 16,52,IXR38S808M7 E4558,,,,,,,SP887936714,Category 0,400.0,1.6,0.9,1.2,400.0
,,,,PSS,63.0,,ISTS2778K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,,,34.0,Standard,14.0,,16.0,SP887103878,Category 30,100.0,2.5,1.0,1.75,
,,,,PSS,16.0,58.0,IPL68S768QYM0,2025-05-20 06:58:04.092,Category 59,Prod Category 15,52,IPL68S768QYM0,31.0,,Industrial,160.0,,,SP887071616,Category 9,600.0,4.5,3.5,4.0,
5700.0,1600.0,,,PSS,147.0,588.0,VBQ851P82LB X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ851P82LB X,74.0,36.0,Industrial,2.5,,3.0,SP888277181,Category 36,30.0,2.0,1.0,1.47,
,,,,PSS,24.0,96.0,IBK228P75TL6,2025-05-20 06:58:04.092,Category 19,,51,IBK228P75TL6,6.8,3.6,Industrial,33.0,,44.6,SP881104227,Category 42,120.0,2.2,1.2,1.7,120.0
,,,,PSS,59.0,,ISYS5981K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,29.0,,Standard,14.5,,,SP887101446,Category 30,55.0,4.0,2.0,3.0,
390.0,110.0,,,PSS,15.0,60.0,VBY318PE0PJ2,2025-05-20 06:58:04.092,Category 10,Prod Category 15,18,VBY318PE0PJ2,6.0,,Industrial,45.0,,,SP881913633,Category 33,75.0,3.8,2.3,3.1,
,,,,PSS,42.0,,ISTA5981,2025-05-20 06:58:04.092,Category 15,Prod Category 27,18,,,32.0,Standard,27.0,,40.0,SP887100704,Category 30,55.0,2.0,1.0,1.5,
,,,,PSS,-19.0,,ISY9K23PB,2025-05-20 06:58:04.092,Category 3,,18,,23.3,,Standard,100.0,,,SP887117076,Category 30,-55.0,-4.0,-2.0,-3.0,
,,,,PSS,30.0,,ISYA3781K,2025-05-20 06:58:04.092,Category 15,Prod Category 15,18,,18.0,,Standard,24.5,,,SP887115323,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,11.1,34.0,IPL68S599QW,2025-05-20 06:58:04.092,Category 59,Prod Category 15,52,IPL68S599QW,22.0,,Non-Automotive,299.0,,,SP888437496,Category 12,600.0,3.5,2.5,,
920.0,390.0,,,PSS,39.0,156.0,VBQ758P82TB X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ758P82TB X,11.0,5.4,Industrial,12.0,,16.5,SP888285434,Category 33,30.0,2.2,1.0,1.74,
,,,,PSS,120.0,480.0,IWV822P78P1TY,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,IWV822P78P1TY,102.0,,Industrial,3.3,,,SP887182414,Category 39,100.0,4.1,2.5,3.3,
,,,,PSS,-2.6,,ISTLT5536RSWVY-7,2025-05-20 06:58:04.092,Category 31,,15,,,2.9,Standard,,,135.0,SP887114524,Category 30,-20.0,-1.1,-0.4,-0.75,
,,,,PSS,33.0,145.0,IWK61S861Q0,2025-05-20 06:58:04.092,Category 45,Prod Category 15,52,IWK61S861Q0,65.0,,Industrial,65.0,,,SP887848758,Category 5,650.0,4.0,3.0,3.5,
,,,,PSS,7.2,12.0,IWM61S7N8QE,2025-05-20 06:58:04.092,Category 8,Prod Category 19,52,IWM61S7N8QE,15.3,,Non-Automotive,1000.0,,,SP887357264,Category 6,650.0,3.5,2.5,,
,,,,PSS,180.0,,ISY6076L,2025-05-20 06:58:04.092,Category 10,Prod Category 15,15,,,39.0,Standard,1.6,,2.6,SP887154543,Category 53,25.0,2.4,1.4,1.9,
4100.0,980.0,,,PSS,100.0,400.0,IWW859P86P,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,IWW859P86P,56.0,,Industrial,2.9,,,SP888970383,Category 38,60.0,3.3,2.1,2.8,
,,,,PSS,85.0,,ISYJ0131,2025-05-20 06:58:04.092,Category 36,Prod Category 15,18,,73.0,,Standard,5.2,,,SP887113488,Category 53,60.0,3.7,2.1,2.9,
,,,,PSS,15.0,55.0,IWW61S711QYM0,2025-05-20 06:58:04.092,Category 38,Prod Category 19,52,IWW61S711QYM0,28.0,,Industrial,155.0,,,SP881372206,Category 9,650.0,4.5,3.5,4.0,650.0
,,,,PSS,331.0,1324.0,IWRX870P75PL6,2025-05-20 06:58:04.092,Category 52,,51,IWRX870P75PL6,113.0,,Industrial,1.7,,,SP881971055,Category 42,120.0,3.6,2.6,3.1,120.0
,,,,PSS,62.0,,ISY2880B,2025-05-20 06:58:04.092,Category 3,,18,,89.0,,Standard,12.6,,,SP887162746,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,6.8,,ISY9249,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,8.1,,Standard,64.0,,40.0,SP887117666,Category 30,30.0,2.3,1.3,1.8,
,,,1 Independent,PSS,,,IMM78BX68Q,2025-05-20 06:58:04.092,Category 8,Prod Category 31,52,,,,Industrial,,,,SP887622714,Category 27,,,,,
,,,,PSS,0.02,0.09,VBB750I,2025-05-20 06:58:04.092,Category 31,Prod Category 25,15,VBB750I,0.65,,Industrial,500000.0,,600000.0,SP881162702,Category 52,600.0,2.6,1.4,2.0,600.0
,,,,PSS,179.0,,IWW828P78PY5B,2025-05-20 06:58:04.092,Category 38,,51,IWW828P78PY5B,85.0,,Standard,3.0,,,SP886834124,Category 54,100.0,3.8,2.2,3.0,100.0
,,,,PSS,13.6,,ISY0457WVY-7,2025-05-20 06:58:04.092,Category 29,,15,,,9.3,Standard,9.1,,12.5,SP887117114,Category 30,30.0,,1.0,,
780.0,390.0,,,PSS,41.0,160.0,VBX8477PM,2025-05-20 06:58:04.092,Category 20,Prod Category 15,15,VBX8477PM,,5.6,Industrial,3.0,,4.0,SP887801985,Category 38,25.0,,,1.6,
15000.0,3400.0,,,PSS,180.0,720.0,IWV878P86P,2025-05-20 06:58:04.092,Category 4,Prod Category 15,18,IWV878P86P,208.0,,Industrial,1.0,,,SP888970378,Category 38,60.0,3.3,2.1,2.8,
,,,,PSS,-9.0,,ISY0253,2025-05-20 06:58:04.092,Category 29,Prod Category 9,15,,,42.0,Standard,,,18.0,SP887117564,Category 30,20.0,-1.0,-0.45,-0.73,
326.0,41.0,,,PSS,0.66,2.6,VSP739,2025-05-20 06:58:04.092,Category 30,Prod Category 15,15,VSP739,,11.0,Automotive,1800.0,,,SP887814474,Category 50,200.0,-1.0,-2.1,-1.4,
,,,,PSS,29.0,83.0,IWMM68S848X0,2025-05-20 06:58:04.092,Category 6,Prod Category 15,52,IWMM68S848X0,42.0,,Industrial,80.0,,,SP887625453,Category 16,600.0,4.0,3.0,3.5,
,,,,PSS,14.0,55.0,IWF61S798QYM0O,2025-05-20 06:58:04.092,Category 50,,52,IWF61S798QYM0O,,,Automotive,190.0,,,SP881294341,Category 10,650.0,4.5,3.5,4.0,650.0
690.0,44.0,,,PSS,10.9,44.0,VBK76MP51PB2 X,2025-05-20 06:58:04.092,Category 19,Prod Category 15,51,VBK76MP51PB2 X,8.6,,Industrial,165.0,,,SP888047488,Category 33,250.0,4.0,2.0,3.0,
,,,,PSS,65.0,,ISYW3550,2025-05-20 06:58:04.092,Category 44,Prod Category 15,51,,70.0,,Standard,25.0,,,SP887168178,Category 30,200.0,5.0,3.0,4.0,
,,,,PSS,61.0,,ISYB3178,2025-05-20 06:58:04.092,Category 3,,51,,58.0,,Standard,13.9,,,SP887106586,Category 30,100.0,4.0,2.0,3.0,
,,,,PSS,17.0,45.0,IWW48S548W0,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW48S548W0,36.0,,Industrial,280.0,,,SP887355053,Category 18,800.0,3.5,2.5,3.0,
,,,,PSS,205.0,820.0,VBQ873P83TBR,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ873P83TBR,61.0,,Industrial,,,1.9,SP887610808,Category 38,40.0,2.0,1.2,1.52,
,,,,PSS,197.0,788.0,IWW872P83PY5B,2025-05-20 06:58:04.092,Category 38,,15,IWW872P83PY5B,159.0,,Standard,1.3,,,SP881622746,Category 54,40.0,3.4,2.1,2.8,40.0
,,,,PSS,53.0,,ISYS5280K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,50.0,,Standard,16.0,,,SP887163935,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,3.0,8.4,IPL61S7N1Q6B,2025-05-20 06:58:04.092,Category 58,Prod Category 15,52,IPL61S7N1Q6B,11.0,,Non-Automotive,1500.0,,,SP887762846,Category 4,650.0,3.5,2.5,,
,,,,PSS,166.0,,ISY6073L,2025-05-20 06:58:04.092,Category 10,Prod Category 15,15,,,29.0,Standard,2.1,,3.4,SP887125264,Category 53,25.0,2.4,1.4,1.9,
,,,,PSS,110.0,,ISYS0138,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,86.0,,Standard,4.8,,,SP887118573,Category 53,60.0,3.7,2.1,2.9,
,,,,PSS,285.0,1140.0,VBQ878P83TB6,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ878P83TB6,67.0,32.0,Industrial,1.0,,1.4,SP887640833,Category 42,40.0,2.3,1.3,1.64,40.0
,,,,PSS,297.0,,IWR858P72PL6,2025-05-20 06:58:04.092,Category 48,,51,IWR858P72PL6,159.0,,Industrial,2.0,,,SP881466549,Category 42,135.0,3.5,2.5,3.0,135.0
,,,,PSS,12.0,36.0,IWOP68S548W0B,2025-05-20 06:58:04.092,Category 40,Prod Category 19,52,IWOP68S548W0B,18.0,,Non-Automotive,280.0,,,SP887466806,Category 18,600.0,4.0,3.0,3.5,600.0
,,,,PSS,192.0,768.0,VBQ879P86PB,2025-05-20 06:58:04.092,Category 36,Prod Category 15,18,VBQ879P86PB,58.0,,Industrial,1.95,,,SP887380003,Category 38,60.0,,,2.8,
,,,,PSS,5.4,,ISY0398,2025-05-20 06:58:04.092,Category 29,,51,,37.0,,Standard,39.0,,,SP887113225,Category 30,100.0,4.0,2.0,3.0,
,,,,PSS,-7.0,,ISY0056,2025-05-20 06:58:04.092,Category 18,Prod Category 15,15,,46.0,,Standard,26.0,,40.0,SP887113248,Category 30,-30.0,-2.5,-1.0,-1.75,
,,,,PSS,7.0,24.0,IWV68S268QYM0,2025-05-20 06:58:04.092,Category 3,Prod Category 19,52,IWV68S268QYM0,14.0,,Non-Automotive,360.0,,,SP885657805,Category 9,600.0,4.5,3.5,4.0,600.0
2500.0,820.0,,,PSS,9.0,-36.0,VBU582SP J,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,VBU582SP J,,,Industrial,,,21.0,SP888672416,Category 45,-20.0,,,-0.9,
,,,,PSS,85.0,,ISY7878PB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,80.0,,Standard,11.0,,,SP887119356,Category 30,55.0,4.0,2.0,3.0,
2500.0,1100.0,,,PSS,153.0,612.0,VBK874PE5TBI,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK874PE5TBI,36.0,17.0,Industrial,1.8,,2.5,SP888986825,Category 31,25.0,2.0,1.2,1.78,
,,,,PSS,6.9,15.0,IWO98S488Q2,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO98S488Q2,42.0,,Industrial,800.0,,,SP885134468,Category 2,900.0,3.5,2.5,3.0,
,,,,PSS,18.0,,ISTK53PB,2025-05-20 06:58:04.092,Category 3,Prod Category 27,18,,,10.0,Standard,60.0,,105.0,SP887115973,Category 30,55.0,2.0,1.0,1.5,
,,,,PSS,3.5,,ISY9915,2025-05-20 06:58:04.092,Category 29,,15,,6.9,,Standard,250.0,,400.0,SP887166174,Category 30,30.0,,1.0,,
7600.0,2600.0,,,PSS,,400.0,VBQ873P82TB X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ873P82TB X,98.0,47.0,Industrial,1.4,,2.1,SP888293600,Category 33,30.0,2.2,1.0,,
,,,,PSS,69.0,304.0,IWF61S859QYM0,2025-05-20 06:58:04.092,Category 44,Prod Category 19,52,IWF61S859QYM0,145.0,,Industrial,29.0,,,SP881372211,Category 9,650.0,4.5,3.5,4.0,650.0
,,,,PSS,129.0,516.0,IWM838P84PY5B,2025-05-20 06:58:04.092,Category 8,,18,IWM838P84PY5B,54.0,,Standard,4.0,,,SP881020318,Category 54,80.0,3.8,2.2,3.0,80.0
,,,,PSS,6.1,19.0,IWM18S618QE,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM18S618QE,15.0,,Standard,650.0,,,SP887296096,Category 6,500.0,3.5,2.5,3.0,
,,,,PSS,23.0,66.0,IWMM68S785X0,2025-05-20 06:58:04.092,Category 6,Prod Category 15,52,IWMM68S785X0,34.0,,Industrial,102.0,,,SP887625425,Category 16,600.0,4.0,3.0,3.5,
,,,,PSS,31.0,93.0,IWV68S899QWO,2025-05-20 06:58:04.092,Category 2,,52,IWV68S899QWO,,,Automotive,105.0,,,SP888271332,Category 13,600.0,3.5,2.5,,
,,,,PSS,9.9,,IST6235,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,11.0,Non-Automotive,,,14.6,SP887105003,Category 53,30.0,1.1,0.5,0.8,
2100.0,620.0,,,PSS,81.0,324.0,VBQ813P83PB X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ813P83PB X,26.0,,Industrial,5.4,,,SP888213484,Category 33,40.0,4.0,2.0,3.0,
,,,,PSS,164.0,,IBQ821P78PL1TY5,2025-05-20 06:58:04.092,Category 36,,51,IBQ821P78PL1TY5,70.0,,Industrial,3.5,,,SP881940492,Category 40,100.0,3.9,2.3,3.1,100.0
,,,,PSS,103.0,,ILKO61S871L5J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILKO61S871L5J,,,Industrial,,14.5,,SP881970571,Category 26,650.0,,,,650.0
117.0,27.7,,,PSS,0.68,-2.72,VSP276W,2025-05-20 06:58:04.092,Category 30,Prod Category 15,15,VSP276W,-5.1,,Automotive,1800.0,,,SP887814013,Category 52,-100.0,-2.0,-1.0,,
1350.0,237.0,,,PSS,43.0,172.0,IWM748P78P2 X,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,IWM748P78P2 X,19.0,,Industrial,18.0,,,SP888988725,Category 33,100.0,3.5,2.0,2.7,
,,,,PSS,20.0,40.0,SPF58P68B1,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,SPF58P68B1,79.0,,Non-Automotive,190.0,,,SP888875362,Category 20,600.0,5.5,3.5,,
4300.0,1200.0,,,PSS,198.0,792.0,VBQ873P83TB,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ873P83TB,61.0,31.0,Industrial,1.4,,1.9,SP888407796,Category 38,40.0,2.2,1.2,1.42,
